site,type,tmp_id,brw_count,species,visit,Stage,wpt,brw,lat,lon,elevation,time,date,width,height,diggings,smell,feathers,scat,nest_mat,chick_down,eggshell,runway,recent_sign,contents,cam_content,bs_content,pb_content,ctrap_content,status,est_vs_status_cam,est_vs_status_bs,In or out of site,playback_resp,obs_method,Burrow marker type,Notes,Burrowscoper
3,BP,,2,,1,Incubation,146,BP103,-54.63249897,158.893538,25.879362,16:38:13,28/11/2017,7,7,y,n,y,n,n,n,n,,,U,,,,,,,,,N,,,,JB
3,BP,,2,,2,Fledging,,BP103,,,,,4/02/2018,,,y,n,n,n,n,n,n,n,n,0,,,,,,,,,,bs,,,
3,BP,,2,,1,Incubation,160,BP104,-54.63248304,158.893504,28.124065,17:36:49,28/11/2017,,,y,n,n,y,n,n,n,,,Empty,,,occupied,,,,,,N,,,,JB
3,BP,,2,,2,Fledging,,BP104,,,,,4/02/2018,,,n,n,n,n,n,n,n,n,n,0,,,occupied,,,,,,,bs,,,
3,BP,,2,,1,Incubation,121,BP105,-54.63249997,158.893503,21.153299,14:56:24,28/11/2017,15,9,y,y,n,n,n,n,n,,,Empty,,,,,,,,,n,,,,PP
3,BP,,2,,2,Fledging,,BP105,,,,,4/02/2018,,,n,n,n,n,n,n,n,n,n,0,,,,,,,,,,bs,,,
4,BP,,2,Blue Petrel,1,Incubation,175,BP106,-54.63204098,158.897043,34.175827,9:50:36,29/11/2017,13,9,y,n,y,n,n,n,n,,,1,,,occupied,,,,,,N,,,Two entrances,JB
4,BP,,2,Blue Petrel,2,Fledging,,BP106,,,,,7/02/2018,,,y,n,n,n,n,n,n,n,y,,,,occupied,,,,,,,sign,,,
4,BP,,2,Blue Petrel,1,Incubation,176,BP107,-54.63204601,158.897068,31.714069,9:53:51,29/11/2017,16,9,y,n,n,n,n,n,n,,,1,,,occupied,,,,,,N,,,,JB
4,BP,,2,Blue Petrel,2,Fledging,,BP107,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,occupied,,,,,,,sign,,,
4,BP,,2,Blue Petrel,1,Incubation,185,BP108,-54.63206202,158.897041,34.846535,10:30:44,29/11/2017,14,7,y,n,y,n,n,n,n,,,1,,,,,,,,,N,,,,JB
4,BP,,2,Blue Petrel,2,Fledging,,BP108,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
4,BP,,2,,1,Incubation,177,BP109,-54.63203603,158.89707,28.371386,10:06:39,29/11/2017,12,6,y,n,n,n,n,n,n,,,Empty,,,,,,,,,N,,,Joins 062,JB
4,BP,,2,,2,Fledging,,BP109,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
5,BP,,2,,1,Incubation,205,BP111,-54.63216897,158.897268,40.204102,16:16:14,29/11/2017,11,7,y,n,n,n,n,n,n,,,U,,,occupied,,,,,,N,,,,JB
5,BP,,2,,2,Fledging,,BP111,,,,,7/02/2018,,,y,n,y,n,n,n,n,n,y,,,,occupied,,,,,,,sign,,,
4,BP,,2,,1,Incubation,197,BP112,-54.63205799,158.896955,33.968235,11:03:28,29/11/2017,13,9,n,n,n,n,n,n,n,,,Empty,,,occupied,,,,,,N,,,,JB
4,BP,,2,,2,Fledging,,BP112,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,occupied,,,,,,,sign,,,
6,BP,,2,,1,Incubation,238,BP113,-54.63301303,158.893059,41.193001,11:04:43,30/11/2017,13,8,y,y,y,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
6,BP,,2,,2,Fledging,,BP113,,,,,7/02/2018,,,y,n,n,n,n,n,n,n,y,,,,,,,,,,,sign,,,
4,BP,,2,,1,Incubation,190,BP114,-54.63207903,158.896991,32.60907,10:51:50,29/11/2017,13,8,n,n,n,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
4,BP,,2,,2,Fledging,,BP114,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
4,BP,,2,,1,Incubation,187,BP115,-54.63207903,158.897022,31.43475,10:46:19,29/11/2017,15,7,n,n,n,n,n,n,n,,,U,,,,,,,,,N,,,,JB
4,BP,,2,,2,Fledging,,BP115,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
4,BP,,2,,1,Incubation,192,BP116,-54.63206001,158.89695,30.275879,10:57:39,29/11/2017,10,7,y,n,n,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
4,BP,,2,,2,Fledging,,BP116,,,,,7/02/2018,,,y,n,n,n,n,n,n,n,y,,,,,,,,,,,sign,,,
4,BP,,2,,1,Incubation,193,BP117,-54.63205196,158.896975,30.192289,10:58:13,29/11/2017,16,9,y,y,y,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
4,BP,,2,,2,Fledging,,BP117,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
4,BP,,2,,1,Incubation,188,BP118,-54.63207199,158.897015,31.739557,10:46:22,29/11/2017,17,6,n,n,n,n,n,n,n,,,U,,,occupied,,,,,,N,,,,JB
4,BP,,2,,2,Fledging,,BP118,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,occupied,,,,,,,sign,,,
6,BP,,2,,1,Incubation,225,BP119,-54.632994,158.893076,38.894005,10:24:58,30/11/2017,19,12,y,y,y,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
6,BP,,2,,2,Fledging,,BP119,,,,,7/02/2018,,,y,n,y,n,n,n,n,n,y,,,,,,,,,,,sign,,,
4,BP,,2,,1,Incubation,195,BP120,-54.632045,158.896977,31.194382,11:00:40,29/11/2017,13,10,y,n,n,n,n,n,n,,,Empty,,,occupied,,,,,,N,,,,JB
4,BP,,2,,2,Fledging,,BP120,,,,,7/02/2018,,,y,n,n,n,n,n,n,n,y,,,,occupied,,,,,,,sign,,,
5,BP,,2,,1,Incubation,215,BP121,-54.63212698,158.897194,39.673645,16:36:07,29/11/2017,13,11,n,n,n,n,n,n,n,,,Empty,,,occupied,,,,,,N,,,,JB
5,BP,,2,,2,Fledging,,BP121,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,occupied,,,,,,,sign,,,
4,BP,,2,,1,Incubation,173,BP122,-54.63203796,158.897069,32.839298,9:44:36,29/11/2017,15,13,n,n,n,n,n,n,n,,,U,,,,,,,,,N,,,,JB
4,BP,,2,,2,Fledging,,BP122,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
4,BP,,2,,1,Incubation,189,BP123,-54.63207099,158.897047,37.225769,10:50:27,29/11/2017,18,8,y,n,n,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
4,BP,,2,,2,Fledging,,BP123,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
5,BP,,2,,1,Incubation,207,BP124,-54.63216403,158.897229,41.160458,16:16:20,29/11/2017,12,7,y,n,n,n,n,n,n,,,U,,,occupied,,,,,,N,,,,JB
5,BP,,2,,2,Fledging,,BP124,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,occupied,,,,,,,sign,,,
6,BP,,2,,1,Incubation,227,BP125,-54.63301504,158.893127,41.686035,10:28:11,30/11/2017,14,9,y,y,n,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
6,BP,,2,,2,Fledging,,BP125,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
4,BP,,2,Blue Petrel,1,Incubation,172,BP127,-54.63202799,158.897043,34.102043,9:38:02,29/11/2017,13,6,y,n,y,n,n,n,n,,,1,,,occupied,,,,,,Y,,,,JB
4,BP,,2,Blue Petrel,2,Fledging,,BP127,,,,,7/02/2018,,,y,n,n,n,n,n,n,n,y,,,,occupied,,,,,,,sign,,,
4,BP,,2,,1,Incubation,183,BP128,-54.63206797,158.897053,35.99477,10:30:37,29/11/2017,19,8,y,y,y,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
4,BP,,2,,2,Fledging,,BP128,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
4,BP,,2,Blue Petrel,1,Incubation,174,BP129,-54.63205196,158.897036,34.608288,9:47:08,29/11/2017,12,7,n,n,y,n,n,n,n,,,UEgg,,,,,,,,,N,,,"Broken egg - freshly broken, partly developed, may have been broken during burrow inspection",JB
4,BP,,2,Blue Petrel,2,Fledging,,BP129,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
4,BP,,2,,1,Incubation,181,BP130,-54.63203997,158.897047,31.423452,10:21:47,29/11/2017,13,6,n,n,n,n,n,n,n,,,U,,,,,,,,,N,,,Same hole as 087,JB
4,BP,,2,,2,Fledging,,BP130,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
4,BP,,2,Blue Petrel,1,Incubation,180,BP131,-54.63203704,158.897042,31.071209,10:06:49,29/11/2017,16,7,y,n,y,n,n,n,n,,,1,,,,,,,,,N,,,,JB
4,BP,,2,Blue Petrel,2,Fledging,,BP131,,,,,7/02/2018,,,y,n,y,n,n,n,n,n,y,,,,,,,,,,,sign,,,
5,BP,,2,,1,Incubation,216,BP132,-54.63213,158.897175,41.546768,16:38:27,29/11/2017,14,10,n,n,n,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
5,BP,,2,,2,Fledging,,BP132,,,,,7/02/2018,,,y,n,n,n,n,n,n,n,y,,,,,,,,,,,sign,,,
4,BP,,2,,1,Incubation,191,BP133,-54.63204903,158.896978,27.440622,10:53:24,29/11/2017,11,10,y,n,n,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
4,BP,,2,,2,Fledging,,BP133,,,,,7/02/2018,,,y,n,y,n,n,n,n,n,y,,,,,,,,,,,sign,,,
6,BP,,2,,1,Incubation,228,BP134,-54.63302602,158.89315,41.273331,10:30:25,30/11/2017,11,8,y,n,y,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
6,BP,,2,,2,Fledging,,BP134,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
4,BP,,2,Blue Petrel,1,Incubation,194,BP135,-54.63206504,158.896975,31.43408,11:00:03,29/11/2017,19,8,n,n,n,n,n,n,n,,,1,,,,,,,,,N,,,,JB
4,BP,,2,Blue Petrel,2,Fledging,,BP135,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
4,BP,,2,,1,Incubation,196,BP136,-54.63205196,158.896953,32.426895,11:02:06,29/11/2017,10,9,y,n,n,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
4,BP,,2,,2,Fledging,,BP136,,,,,7/02/2018,,,y,n,n,n,n,n,n,n,y,,,,,,,,,,,sign,,,
4,BP,,2,,1,Incubation,184,BP138,-54.63206604,158.897047,35.064178,10:30:42,29/11/2017,13,7,n,n,n,n,n,n,n,,,U,,,,,,,,,N,,,,JB
4,BP,,2,,2,Fledging,,BP138,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
5,BP,,2,Blue Petrel,1,Incubation,209,BP139,-54.63215397,158.897207,39.382935,16:23:49,29/11/2017,12,8,y,y,n,n,n,n,n,,,U,,,occupied,,,,,,Y,,,,JB
5,BP,,2,Blue Petrel,2,Fledging,,BP139,,,,,7/02/2018,,,n,n,y,n,n,n,n,n,y,,,,,,,,,,,sign,,,
5,BP,,2,,1,Incubation,203,BP140,-54.632146,158.897272,37.023575,16:12:32,29/11/2017,12,8,n,y,y,n,n,n,n,,,Empty,,,occupied,,,,,,N,,,,JB
5,BP,,2,,2,Fledging,,BP140,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,occupied,,,,,,,sign,,,
5,BP,,2,,1,Incubation,212,BP141,-54.63214802,158.897204,40.208393,16:29:36,29/11/2017,12,9,y,n,n,n,n,n,n,,,U,,,occupied,,,,,,N,,,,JB
5,BP,,2,,2,Fledging,,BP141,,,,,7/02/2018,,,y,n,n,n,n,n,n,n,y,,,,occupied,,,,,,,sign,,,
5,BP,,2,Blue Petrel,1,Incubation,214,BP142,-54.63215397,158.897191,40.466736,16:33:55,29/11/2017,10,9,n,y,n,n,n,n,n,,,1,,,,,,,,,N,,,,JB
5,BP,,2,Blue Petrel,2,Fledging,,BP142,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
5,BP,,2,,1,Incubation,219,BP143,-54.63216101,158.897137,41.000603,16:44:59,29/11/2017,,,y,y,n,n,n,n,n,,,Empty,,,occupied,,,,,,N,,,,JB
5,BP,,2,,2,Fledging,,BP143,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,occupied,,,,,,,sign,,,
5,BP,,2,Blue Petrel,1,Incubation,210,BP144,-54.63214098,158.897219,38.012894,16:25:51,29/11/2017,11,7,y,y,n,n,n,n,n,,,1,,,occupied,,,,,,N,,,,JB
5,BP,,2,Blue Petrel,2,Fledging,,BP144,,,,,7/02/2018,,,y,n,y,n,n,n,n,n,y,,,,occupied,,,,,,,sign,,,
5,BP,,2,,1,Incubation,208,BP146,-54.63219596,158.897223,39.884895,16:21:46,29/11/2017,11,7,y,n,n,n,n,n,n,,,Empty,,,occupied,,,,,,N,,,,JB
5,BP,,2,,2,Fledging,,BP146,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,occupied,,,,,,,sign,,,
5,BP,,2,,1,Incubation,202,BP147,-54.63213,158.897264,39.77219,16:10:40,29/11/2017,16,17,n,n,n,n,n,n,n,,,Empty,,,occupied,,,,,,N,,,,JB
5,BP,,2,,2,Fledging,,BP147,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,occupied,,,,,,,sign,,,
6,BP,,2,,1,Incubation,229,BP148,-54.63301202,158.89314,42.646641,10:32:16,30/11/2017,12,12,y,n,y,n,n,n,n,,,Empty,,,,,,,,,N,,,Doesn't go in far,JB
6,BP,,2,,2,Fledging,,BP148,,,,,7/02/2018,,,y,n,y,n,n,n,n,n,y,,,,,,,,,,,sign,,,
5,BP,,2,Blue Petrel,1,Incubation,211,BP149,-54.63214299,158.897204,39.345642,16:28:27,29/11/2017,13,9,n,y,n,n,n,n,n,,,1,,,occupied,,,,,,N,,,,JB
5,BP,,2,Blue Petrel,2,Fledging,,BP149,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,occupied,,,,,,,sign,,,
5,BP,,2,Blue Petrel,1,Incubation,206,BP150,-54.63216998,158.897249,40.598999,16:16:17,29/11/2017,13,7,y,n,y,n,n,n,n,,,1,,,occupied,,,,,,N,,,,JB
5,BP,,2,Blue Petrel,2,Fledging,,BP150,,,,,7/02/2018,,,y,n,n,n,n,n,n,n,y,,,,occupied,,,,,,,sign,,,
15,BP,,2,Blue Petrel,1,Early chick rearing,1021,BP151,-54.56115296,158.85668,30.874031,4:47:30,19/12/2017,13,7,y,n,n,n,n,n,n,,,C,,,occupied,,,,,,N,BS,New - wood,,JB
15,BP,,2,Blue Petrel,2,Fledging,,BP151,,,,,1/02/2018,,,n,n,n,n,n,n,n,n,,u,,,occupied,,,,,,,bs,,,
5,BP,,2,,1,Incubation,204,BP151a,-54.63220099,158.897298,42.693275,16:14:17,29/11/2017,10,7,n,y,y,n,n,n,n,,,Empty,,,occupied,,,,,,N,,,,JB
5,BP,,2,,2,Fledging,,BP151a,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,occupied,,,,,,,sign,,,
15,BP,,2,Blue Petrel,1,Early chick rearing,997,BP152,-54.56113997,158.856769,25.479738,1:55:25,19/12/2017,10,6,n,n,n,n,n,n,n,,,C,,,,,,,,,N,BS,New - wood,,JB
15,BP,,2,Blue Petrel,2,Fledging,,BP152,,,,,1/02/2018,,,y,n,y,n,n,n,n,y,,u,,,,,,,,,,bs,,,
6,BP,,2,,1,Incubation,234,BP152a,-54.63304999,158.893102,39.755413,10:50:07,30/11/2017,14,8,y,y,y,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
6,BP,,2,,2,Fledging,,BP152a,,,,,7/02/2018,,,y,n,n,n,n,n,n,n,y,,,,,,,,,,,sign,,,
16,BP,,2,Blue Petrel,1,Early chick rearing,1197,BP153,-54.54347804,158.858843,21.633415,23:07:56,22/12/2017,10,7,y,n,n,n,n,n,n,,,C,,,,,,,,,,BS,New - wood,,JB
16,BP,,2,Blue Petrel,2,Fledging,,BP153,,,,,2/02/2018,,,n,n,y,n,n,y,n,n,y,0,,,,,,,,,,bs,,,
5,BP,,2,,1,Incubation,218,BP153a,-54.63219001,158.897149,42.153381,16:42:03,29/11/2017,12,7,y,n,n,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
5,BP,,2,,2,Fledging,,BP153a,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
15,BP,,2,,1,Incubation,1026,BP154,-54.561116,158.856631,26.411943,5:22:20,19/12/2017,15,9,y,n,n,n,n,n,n,,,Empty,,,,,,,,,N,BS,New - wood,Doesn't go in far,JB
15,BP,,2,,2,Fledging,,BP154,,,,,1/02/2018,,,n,n,n,n,n,n,n,n,,0,,,,,,,,,,bs,,,
15,BP,,2,,1,Incubation,1031,BP155,-54.56114299,158.856629,26.747702,5:32:59,19/12/2017,10,7,y,n,y,n,n,n,n,,,U,,,,,,,,,N,BS,New - wood,,JB
15,BP,,2,,2,Fledging,,BP155,,,,,1/02/2018,,,y,n,n,n,n,n,n,y,,0,,,,,,,,,,bs,,,
6,BP,,2,Blue Petrel,1,Incubation,249,BP155a,-54.63302602,158.893013,39.916817,11:24:37,30/11/2017,12,8,y,y,y,y,n,n,n,,,Empty,,,occupied,,,,,,Y,,,,JB
6,BP,,2,Blue Petrel,2,Fledging,,BP155a,,,,,7/02/2018,,,y,n,n,n,n,n,n,n,y,,,,,,,,,,,sign,,,
15,BP,,2,,1,Incubation,985,BP156,-54.56115003,158.856836,22.263868,23:20:41,18/12/2017,12,9,y,y,n,y,n,n,n,,,Empty,,,,,,,,,N,CAM,New - wood,,JB
15,BP,,2,,2,Fledging,,BP156,,,,,1/02/2018,,,y,y,n,y,n,n,n,y,,0,,,,,,,,,,bs,,,
6,BP,,2,,1,Incubation,247,BP156a,-54.63304698,158.893078,42.770245,11:18:11,30/11/2017,13,8,y,y,n,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
6,BP,,2,,2,Fledging,,BP156a,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
15,BP,,2,,1,Incubation,998,BP157,-54.56115397,158.856774,25.12203,2:15:57,19/12/2017,13,8,y,n,n,n,n,n,n,,,Empty,,,,,,,,,N,BS,New - wood,Doesn't go in far,JB
15,BP,,2,,2,Fledging,,BP157,,,,,1/02/2018,,,n,n,n,n,n,n,n,n,,0,,,,,,,,,,bs,,,
6,BP,,2,,1,Incubation,254,BP157a,-54.63304102,158.893067,39.938309,11:37:06,30/11/2017,18,11,y,y,y,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
6,BP,,2,,2,Fledging,,BP157a,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
15,BP,,2,,1,Incubation,1032,BP158,-54.56116,158.856635,28.091785,5:33:02,19/12/2017,10,6,y,n,y,n,n,n,n,,,Empty,,,,,,,,,N,BS,New - wood,,JB
15,BP,,2,,2,Fledging,,BP158,,,,,1/02/2018,,,n,n,n,n,n,n,y,n,,0,,,,,,,,,,bs,,,
6,BP,,2,,1,Incubation,253,BP158a,-54.63303499,158.893038,37.365143,11:32:29,30/11/2017,22,10,y,y,y,n,n,n,n,,,U,,,,,,,,,N,,,,JB
6,BP,,2,,2,Fledging,,BP158a,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
15,BP,,1,,1,Incubation,984,BP159,-54.56115103,158.856863,21.131733,23:18:39,18/12/2017,12,8,y,y,y,n,n,n,n,,,Empty,,,,,,,,,N,BS,New - wood,,JB
15,BP,,2,,1,Incubation,1003,BP160,-54.56112103,158.856667,25.593542,2:53:13,19/12/2017,12,10,y,n,n,n,n,n,n,,,Empty,,,,,,,,,N,HAND,New - wood,Doesn't go in far,JB
15,BP,,2,,2,Fledging,,BP160,,,,,1/02/2018,,,n,n,n,n,n,n,n,n,,0,,,,,,,,,,bs,,,
16,BP,,2,,1,Incubation,1227,BP161,-54.54349598,158.85878,20.858919,0:31:03,23/12/2017,15,9,y,n,y,n,n,n,n,,,Empty,,,,,,,,,,BS,New - wood,,JB
16,BP,,2,,2,Fledging,,BP161,,,,,2/02/2018,,,y,n,y,n,n,n,n,n,y,0,,,,,,,,,,bs,,,
6,BP,,2,,1,Incubation,245,BP161a,-54.63302099,158.893043,39.960052,11:15:25,30/11/2017,14,9,y,y,y,n,n,n,n,,,U,,,,,,,,,N,,,,JB
6,BP,,2,,2,Fledging,,BP161a,,,,,7/02/2018,,,y,n,n,n,n,n,n,n,y,,,,,,,,,,,sign,,,
6,BP,,2,,1,Incubation,259,BP162,-54.63305703,158.893027,40.480461,11:46:09,30/11/2017,13,10,y,y,n,y,n,n,n,,,Empty,,,,,,,,,N,,,,JB
6,BP,,2,,2,Fledging,,BP162,,,,,7/02/2018,,,y,n,n,n,n,n,n,n,y,,,,,,,,,,,sign,,,
15,BP,,1,,1,Incubation,993,BP162a,-54.561145,158.856779,25.899929,0:56:24,19/12/2017,14,7,y,n,n,n,n,n,n,,,Empty,,,,,,,,,N,BS,New - wood,,JB
15,BP,,2,,1,Incubation,994,BP163,-54.56116,158.856764,25.815092,1:49:07,19/12/2017,10,7,y,n,n,n,n,n,n,,,Empty,,,,,,,,,N,BS,New - wood,,JB
15,BP,,2,,2,Fledging,,BP163,,,,,1/02/2018,,,n,n,n,n,n,n,n,n,,0,,,,,,,,,,bs,,,
6,BP,,2,,1,Incubation,236,BP163a,-54.63301303,158.893092,43.401222,10:52:42,30/11/2017,11,9,y,y,y,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
6,BP,,2,,2,Fledging,,BP163a,,,,,7/02/2018,,,y,n,n,n,n,n,n,n,y,,,,,,,,,,,sign,,,
15,BP,,2,,1,Incubation,983,BP164,-54.56113502,158.856805,22.962276,23:15:01,18/12/2017,11,7,y,y,y,n,n,n,n,,,Empty,,,,,,,,,N,CAM,New - wood,,JB
15,BP,,2,,2,Fledging,,BP164,,,,,1/02/2018,,,n,n,y,n,n,n,n,n,,0,,,,,,,,,,bs,,,
6,BP,,2,Blue Petrel,1,Incubation,242,BP164a,-54.63302996,158.893056,40.136524,11:09:02,30/11/2017,10,7,y,y,n,n,n,n,n,,,U,,,occupied,,,,,,Y,,,Not sure which burrow the response came from,JB
6,BP,,2,Blue Petrel,2,Fledging,,BP164a,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
15,BP,,2,Blue Petrel,1,Incubation,1011,BP165,-54.56115296,158.856683,27.823969,3:47:20,19/12/2017,15,9,y,n,n,y,n,n,n,,,Egg,,,,,,,,,N,BS,New - wood,,JB
15,BP,,2,Blue Petrel,2,Fledging,,BP165,,,,,1/02/2018,,,y,n,n,n,n,n,n,y,,u,,,,,,,,,,bs,,,
6,BP,,2,,1,Incubation,231,BP165a,-54.63300498,158.893083,37.216175,10:39:55,30/11/2017,9,6,y,y,y,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
6,BP,,2,,2,Fledging,,BP165a,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
15,BP,,2,,1,Incubation,991,BP166,-54.56113201,158.856788,24.437315,0:52:25,19/12/2017,11,9,y,y,y,n,n,n,n,,,Empty,,,,,,,,,N,BS,New - wood,,JB
15,BP,,2,,2,Fledging,,BP166,,,,,1/02/2018,,,y,n,n,n,n,n,n,y,,0,,,,,,,,,,bs,,,
6,BP,,2,Blue Petrel,1,Incubation,233,BP166a,-54.633023,158.893104,39.769684,10:46:29,30/11/2017,9,9,y,y,n,n,n,n,n,,,1,,,,,,,,,N,,,,JB
6,BP,,2,Blue Petrel,2,Fledging,,BP166a,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
15,BP,,2,,1,Incubation,1024,BP167,-54.561131,158.856651,30.381893,4:51:43,19/12/2017,11,8,y,n,n,n,n,n,n,,,U,,,,,,,,,N,BS,New - wood,,JB
15,BP,,2,,2,Fledging,,BP167,,,,,1/02/2018,,,n,n,n,n,n,n,n,n,,0,,,,,,,,,,bs,,,
6,BP,,2,Blue Petrel,1,Incubation,255,BP167a,-54.63304496,158.893056,39.585876,11:37:09,30/11/2017,13,9,y,n,n,n,n,n,n,,,1Egg,,,,,,,,,N,,,,JB
6,BP,,2,Blue Petrel,2,Fledging,,BP167a,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
15,BP,,2,,1,Incubation,1013,BP168,-54.56117702,158.856695,29.356892,3:53:35,19/12/2017,13,6,y,n,n,n,n,n,n,,,U,,,,,,,,,N,BS,New - wood,,JB
15,BP,,2,,2,Fledging,,BP168,,,,,1/02/2018,,,y,n,y,n,n,n,n,y,,0,,,,,,,,,,bs,,,
6,BP,,2,,1,Incubation,239,BP168a,-54.63302703,158.893058,41.479927,11:04:50,30/11/2017,13,8,y,y,y,n,n,n,n,,,Empty,,,,,,,,,N,,,,JB
6,BP,,2,,2,Fledging,,BP168a,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
15,BP,,2,Blue Petrel,1,Incubation,999,BP169,-54.56113804,158.85675,29.053337,2:23:14,19/12/2017,11,8,y,n,y,n,n,n,n,,,Egg,,,,,,,,,N,BS,New - wood,Doesn't go in far,JB
15,BP,,2,Blue Petrel,2,Fledging,,BP169,,,,,1/02/2018,,,n,n,n,n,n,n,n,n,,0,,,,,,,,,,bs,,,
6,BP,,2,,1,Incubation,251,BP169a,-54.63303801,158.893014,40.978111,11:28:21,30/11/2017,26,14,y,y,y,n,n,n,n,,,Empty,,,,,,,,,N,,,Feather explosion outside entrance. Burrow has been dug out by Skua. Photographed.,JB
6,BP,,2,,2,Fledging,,BP169a,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
15,BP,,2,,1,Incubation,1005,BP170,-54.56111801,158.856667,28.838379,2:57:18,19/12/2017,12,9,y,n,n,n,n,n,n,,,Empty,,,,,,,,,N,HAND,New - wood,Doesn't go in far,JB
15,BP,,2,,2,Fledging,,BP170,,,,,1/02/2018,,,y,n,y,n,n,n,n,y,,0,,,,,,,,,,bs,,,
6,BP,,2,Blue Petrel,1,Incubation,244,BP170a,-54.63304002,158.893082,39.864326,11:12:59,30/11/2017,16,9,y,n,y,n,n,n,n,,,1,,,,,,,,,N,,,,JB
6,BP,,2,Blue Petrel,2,Fledging,,BP170a,,,,,7/02/2018,,,n,n,n,n,n,n,n,n,n,,,,,,,,,,,sign,,,
15,BP,,2,,1,Incubation,990,BP171,-54.56114399,158.856812,24.376839,0:48:59,19/12/2017,13,8,y,n,n,n,n,n,n,,,Empty,,,,,,,,,N,BS,New - wood,,JB
15,BP,,2,,2,Fledging,,BP171,,,,,1/02/2018,,,y,n,n,n,n,n,n,y,,0,,,,,,,,,,bs,,,
6,BP,,2,,1,Incubation,237,BP171a,-54.63302703,158.8931,39.345219,10:56:15,30/11/2017,17,9,n,y,n,n,n,n,n,,,Empty,,,,,,,,,N,,,Doesn't go in far,JB
